type,sequence,product_id,price,open_24h,volume_24h,low_24h,high_24h,volume_30d,best_bid,best_ask,side,time,trade_id,last_size,predX,predDX,policy,algoType
ticker,21800289355,BTC-USD,48229.37,54961.08,71427.85846772,44888.08,55043.63,854716.09876719,48215.77,48229.37,buy,2021-02-23T21:49:18.702617Z,137340162,0.00206105,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800289379,BTC-USD,48229.66,54961.08,71427.85895280,44888.08,55043.63,854716.09925227,48214.90,48229.66,buy,2021-02-23T21:49:18.714405Z,137340163,0.00048508,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800289679,BTC-USD,48229.64,54961.08,71427.85913871,44888.08,55043.63,854716.09943818,48215.94,48229.64,buy,2021-02-23T21:49:18.968317Z,137340164,0.00018591,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800289723,BTC-USD,48215.94,54961.08,71427.86193512,44888.08,55043.63,854716.10223459,48215.94,48230.31,sell,2021-02-23T21:49:19.026701Z,137340165,0.00279641,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800289771,BTC-USD,48227.84,54961.08,71427.87223982,44888.08,55043.63,854716.11253929,48217.64,48227.84,buy,2021-02-23T21:49:19.062570Z,137340166,0.0103047,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800289830,BTC-USD,48217.64,54961.08,71427.87503623,44888.08,55043.63,854716.11533570,48217.64,48226.80,sell,2021-02-23T21:49:19.116902Z,137340167,0.00279641,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800289902,BTC-USD,48213.27,54961.08,71427.90155261,44888.08,55043.63,854716.14185208,48213.27,48224.27,sell,2021-02-23T21:49:19.237240Z,137340169,0.02103731,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800290156,BTC-USD,48223.41,54961.08,71428.08155261,44888.08,55043.63,854716.32185208,48214.53,48225.18,buy,2021-02-23T21:49:19.555624Z,137340170,0.18,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800290523,BTC-USD,48210.87,54961.08,71428.45916960,44888.08,55043.63,854716.69946907,48210.87,48223.58,sell,2021-02-23T21:49:19.980884Z,137340173,0.05,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800290533,BTC-USD,48210.87,54961.08,71428.45956433,44888.08,55043.63,854716.69986380,48210.87,48223.58,sell,2021-02-23T21:49:19.989625Z,137340174,0.00039473,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800290947,BTC-USD,48217.2,54961.08,71428.46156640,44888.08,55043.63,854716.70186587,48210.10,48217.20,buy,2021-02-23T21:49:20.473627Z,137340175,0.00200207,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800290991,BTC-USD,48210,54961.08,71428.46256640,44888.08,55043.63,854716.70286587,48200.88,48216.72,sell,2021-02-23T21:49:20.516972Z,137340176,0.001,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800291165,BTC-USD,48219.6,54961.08,71428.46593832,44888.08,55043.63,854716.70623779,48210.87,48219.60,buy,2021-02-23T21:49:20.666909Z,137340178,0.00173383,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800291236,BTC-USD,48219.6,54961.08,71428.46800239,44888.08,55043.63,854716.70830186,48210.87,48219.60,buy,2021-02-23T21:49:20.763555Z,137340179,0.00206407,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800291318,BTC-USD,48211.56,54961.08,71428.47051339,44888.08,55043.63,854716.71081286,48211.56,48218.33,sell,2021-02-23T21:49:20.904170Z,137340180,0.002511,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800291589,BTC-USD,48220.41,54961.08,71428.47150400,44888.08,55043.63,854716.71180347,48220.40,48220.41,buy,2021-02-23T21:49:21.138421Z,137340181,0.00099061,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800291686,BTC-USD,48220.41,54961.08,71428.57317343,44888.08,55043.63,854716.81347290,48220.40,48220.41,buy,2021-02-23T21:49:21.192691Z,137340183,0.00266004,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800291707,BTC-USD,48220.41,54961.08,71428.58334227,44888.08,55043.63,854716.82364174,48220.40,48220.41,buy,2021-02-23T21:49:21.204808Z,137340184,0.01016884,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292104,BTC-USD,48219.69,54961.08,71428.58352824,44888.08,55043.63,854716.82382771,48211.74,48219.69,buy,2021-02-23T21:49:21.623154Z,137340185,0.00018597,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292147,BTC-USD,48220.04,54961.08,71428.58758987,44888.08,55043.63,854716.82788934,48211.74,48220.04,buy,2021-02-23T21:49:21.687544Z,137340186,0.00406163,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292298,BTC-USD,48211.74,54961.08,71428.60041283,44888.08,55043.63,854716.84071230,48211.74,48211.75,sell,2021-02-23T21:49:21.884185Z,137340188,0.009,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292394,BTC-USD,48211.74,54961.08,71428.61098023,44888.08,55043.63,854716.85127970,48211.74,48211.75,sell,2021-02-23T21:49:21.981391Z,137340189,0.0105674,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292573,BTC-USD,48219.71,54961.08,71428.63131499,44888.08,55043.63,854716.87161446,48210.92,48219.71,buy,2021-02-23T21:49:22.199970Z,137340190,0.02033476,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292779,BTC-USD,48217.13,54961.08,71428.63230581,44888.08,55043.63,854716.87260528,48210.87,48217.13,buy,2021-02-23T21:49:22.460816Z,137340191,0.00099082,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292837,BTC-USD,48210.87,54961.08,71428.63348868,44888.08,55043.63,854716.87378815,48201.78,48219.12,sell,2021-02-23T21:49:22.573361Z,137340192,0.00118287,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800292996,BTC-USD,48219.54,54961.08,71428.66736154,44888.08,55043.63,854716.90766101,48213.22,48219.54,buy,2021-02-23T21:49:22.746773Z,137340194,0.00042318,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293012,BTC-USD,48219.54,54961.08,71428.67752858,44888.08,55043.63,854716.91782805,48213.22,48219.54,buy,2021-02-23T21:49:22.881638Z,137340195,0.01016704,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293149,BTC-USD,48213.4,54961.08,71428.67994110,44888.08,55043.63,854716.92024057,48210.75,48213.40,buy,2021-02-23T21:49:23.151079Z,137340196,0.00241252,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293341,BTC-USD,48208.64,54961.08,71428.68334397,44888.08,55043.63,854716.92364344,48208.64,48215.32,sell,2021-02-23T21:49:23.332626Z,137340198,0.003,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293351,BTC-USD,48215.32,54961.08,71428.68740972,44888.08,55043.63,854716.92770919,48208.68,48215.32,buy,2021-02-23T21:49:23.347439Z,137340199,0.00406575,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293456,BTC-USD,48215.32,54961.08,71428.69777261,44888.08,55043.63,854716.93807208,48210.19,48215.32,buy,2021-02-23T21:49:23.760690Z,137340200,0.01036289,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293546,BTC-USD,48215,54961.08,71428.69815461,44888.08,55043.63,854716.93845408,48206.01,48215.00,buy,2021-02-23T21:49:23.940558Z,137340201,0.000382,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293805,BTC-USD,48211.74,54961.08,71428.71415461,44888.08,55043.63,854716.95445408,48211.74,48211.75,sell,2021-02-23T21:49:24.480642Z,137340202,0.016,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293831,BTC-USD,48211.75,54961.08,71428.72447392,44888.08,55043.63,854716.96477339,48211.74,48211.75,buy,2021-02-23T21:49:24.538275Z,137340203,0.01031931,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293841,BTC-USD,48211.74,54961.08,71428.75947392,44888.08,55043.63,854716.99977339,48211.74,48211.75,sell,2021-02-23T21:49:24.553475Z,137340204,0.035,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293909,BTC-USD,48211.75,54961.08,71428.79947392,44888.08,55043.63,854717.03977339,48211.74,48211.75,buy,2021-02-23T21:49:24.632407Z,137340205,0.04,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293918,BTC-USD,48211.75,54961.08,71428.81339461,44888.08,55043.63,854717.05369408,48211.74,48211.75,buy,2021-02-23T21:49:24.640268Z,137340206,0.01392069,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293936,BTC-USD,48211.74,54961.08,71428.84527057,44888.08,55043.63,854717.08557004,48211.74,48211.75,sell,2021-02-23T21:49:24.664403Z,137340208,0.02159665,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800293962,BTC-USD,48211.75,54961.08,71428.84531057,44888.08,55043.63,854717.08561004,48211.74,48215.50,buy,2021-02-23T21:49:24.710225Z,137340209,0.00004,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294037,BTC-USD,48215.5,54961.08,71428.89586879,44888.08,55043.63,854717.13616826,48215.49,48215.50,buy,2021-02-23T21:49:24.781311Z,137340211,0.04062749,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294095,BTC-USD,48215.49,54961.08,71428.94386879,44888.08,55043.63,854717.18416826,48215.49,48215.50,sell,2021-02-23T21:49:24.892079Z,137340212,0.048,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294308,BTC-USD,48215.5,54961.08,71428.94485940,44888.08,55043.63,854717.18515887,48215.49,48215.50,buy,2021-02-23T21:49:25.421410Z,137340213,0.00099061,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294320,BTC-USD,48215.5,54961.08,71428.94584957,44888.08,55043.63,854717.18614904,48215.49,48215.50,buy,2021-02-23T21:49:25.433449Z,137340214,0.00099017,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294332,BTC-USD,48215.5,54961.08,71428.94862622,44888.08,55043.63,854717.18892569,48215.49,48215.50,buy,2021-02-23T21:49:25.441641Z,137340215,0.00277665,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294396,BTC-USD,48215.49,54961.08,71428.95484970,44888.08,55043.63,854717.19514917,48215.49,48215.50,sell,2021-02-23T21:49:25.563408Z,137340216,0.00622348,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294510,BTC-USD,48215.5,54961.08,71428.96725201,44888.08,55043.63,854717.20755148,48215.49,48215.50,buy,2021-02-23T21:49:25.808721Z,137340217,0.01240231,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294514,BTC-USD,48215.5,54961.08,71428.96783939,44888.08,55043.63,854717.20813886,48215.49,48215.50,buy,2021-02-23T21:49:25.820046Z,137340218,0.00058738,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294553,BTC-USD,48215.49,54961.08,71428.97183939,44888.08,55043.63,854717.21213886,48215.49,48215.50,sell,2021-02-23T21:49:25.996083Z,137340219,0.004,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294626,BTC-USD,48215.5,54961.08,71429.21495576,44888.08,55043.63,854717.45525523,48212.62,48220.41,buy,2021-02-23T21:49:26.109548Z,137340220,0.24311637,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294753,BTC-USD,48212.3,54961.08,71429.44103513,44888.08,55043.63,854717.68133460,48212.30,48219.68,sell,2021-02-23T21:49:26.201582Z,137340223,0.05,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294869,BTC-USD,48211.74,54961.08,71429.49103513,44888.08,55043.63,854717.73133460,48211.74,48211.75,sell,2021-02-23T21:49:26.311423Z,137340224,0.05,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800294948,BTC-USD,48211.74,54961.08,71429.52403513,44888.08,55043.63,854717.76433460,48211.74,48211.75,sell,2021-02-23T21:49:26.378893Z,137340225,0.033,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295018,BTC-USD,48211.74,54961.08,71429.54803513,44888.08,55043.63,854717.78833460,48211.74,48211.75,sell,2021-02-23T21:49:26.466299Z,137340226,0.024,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295204,BTC-USD,48211.75,54961.08,71429.54902609,44888.08,55043.63,854717.78932556,48211.74,48211.75,buy,2021-02-23T21:49:26.846900Z,137340227,0.00099096,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295211,BTC-USD,48211.74,54961.08,71429.55191758,44888.08,55043.63,854717.79221705,48211.74,48211.75,sell,2021-02-23T21:49:26.877072Z,137340228,0.00289149,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295284,BTC-USD,48211.75,54961.08,71429.55588735,44888.08,55043.63,854717.79618682,48211.74,48211.75,buy,2021-02-23T21:49:27.167961Z,137340229,0.00396977,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295400,BTC-USD,48211.74,54961.08,71429.56688735,44888.08,55043.63,854717.80718682,48211.74,48211.75,sell,2021-02-23T21:49:27.433307Z,137340230,0.011,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295426,BTC-USD,48211.74,54961.08,71429.61688735,44888.08,55043.63,854717.85718682,48211.74,48211.75,sell,2021-02-23T21:49:27.474281Z,137340231,0.05,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295481,BTC-USD,48211.74,54961.08,71429.81820526,44888.08,55043.63,854718.05850473,48211.74,48211.75,sell,2021-02-23T21:49:27.566146Z,137340232,0.20131791,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295498,BTC-USD,48211.74,54961.08,71431.48820526,44888.08,55043.63,854719.72850473,48211.74,48211.75,sell,2021-02-23T21:49:27.581606Z,137340233,1.67,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295504,BTC-USD,48211.74,54961.08,71431.50820526,44888.08,55043.63,854719.74850473,48211.74,48211.75,sell,2021-02-23T21:49:27.585730Z,137340234,0.02,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295512,BTC-USD,48211.74,54961.08,71432.01820526,44888.08,55043.63,854720.25850473,48211.74,48211.75,sell,2021-02-23T21:49:27.591236Z,137340235,0.51,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295620,BTC-USD,48200.04,54961.08,71432.87264301,44888.08,55043.63,854721.11294248,48200.00,48211.74,sell,2021-02-23T21:49:27.630709Z,137340245,0.18,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295760,BTC-USD,48200,54961.08,71436.40864301,44888.08,55043.63,854724.64894248,48200.00,48209.14,sell,2021-02-23T21:49:27.696882Z,137340250,3.00108033,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295867,BTC-USD,48200,54961.08,71436.98437055,44888.08,55043.63,854725.22467002,48200.00,48205.86,sell,2021-02-23T21:49:27.749950Z,137340257,0.061,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295907,BTC-USD,48200,54961.08,71437.51437055,44888.08,55043.63,854725.75467002,48200.00,48204.99,sell,2021-02-23T21:49:27.763142Z,137340258,0.53,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800295962,BTC-USD,48200,54961.08,71437.68537055,44888.08,55043.63,854725.92567002,48200.00,48200.01,sell,2021-02-23T21:49:27.787417Z,137340261,0.004,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296015,BTC-USD,48200,54961.08,71438.10037055,44888.08,55043.63,854726.34067002,48200.00,48200.01,sell,2021-02-23T21:49:27.808421Z,137340262,0.415,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296059,BTC-USD,48200,54961.08,71438.37037055,44888.08,55043.63,854726.61067002,48200.00,48200.01,sell,2021-02-23T21:49:27.821904Z,137340263,0.27,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296062,BTC-USD,48200,54961.08,71438.38537055,44888.08,55043.63,854726.62567002,48200.00,48200.01,sell,2021-02-23T21:49:27.822098Z,137340264,0.015,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296100,BTC-USD,48200,54961.08,71438.59285439,44888.08,55043.63,854726.83315386,48200.00,48200.01,sell,2021-02-23T21:49:27.843560Z,137340265,0.20748384,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296108,BTC-USD,48200,54961.08,71438.59885439,44888.08,55043.63,854726.83915386,48200.00,48200.01,sell,2021-02-23T21:49:27.845686Z,137340266,0.006,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296170,BTC-USD,48200,54961.08,71438.63885439,44888.08,55043.63,854726.87915386,48200.00,48200.01,sell,2021-02-23T21:49:27.874625Z,137340267,0.04,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296202,BTC-USD,48200,54961.08,71439.26472818,44888.08,55043.63,854727.50502765,48184.58,48200.01,sell,2021-02-23T21:49:27.885013Z,137340268,0.62587379,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296434,BTC-USD,48184.58,54961.08,71439.29652818,44888.08,55043.63,854727.53682765,48180.00,48184.59,sell,2021-02-23T21:49:27.996548Z,137340269,0.0318,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296573,BTC-USD,48180,54961.08,71439.29752818,44888.08,55043.63,854727.53782765,48172.42,48180.01,sell,2021-02-23T21:49:28.057387Z,137340270,0.001,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296688,BTC-USD,48176.25,54961.08,71439.29878414,44888.08,55043.63,854727.53908361,48172.42,48176.25,buy,2021-02-23T21:49:28.124258Z,137340271,0.00125596,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296721,BTC-USD,48172.42,54961.08,71439.30529469,44888.08,55043.63,854727.54559416,48169.60,48172.43,sell,2021-02-23T21:49:28.151267Z,137340272,0.00651055,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800296758,BTC-USD,48172.43,54961.08,71439.31675243,44888.08,55043.63,854727.55705190,48168.00,48172.43,buy,2021-02-23T21:49:28.162430Z,137340275,0.00396829,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800297127,BTC-USD,48168,54961.08,71439.33581470,44888.08,55043.63,854727.57611417,48155.48,48168.01,sell,2021-02-23T21:49:28.514065Z,137340276,0.01906227,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800297635,BTC-USD,48161.75,54961.08,71439.56765967,44888.08,55043.63,854727.80795914,48158.57,48161.75,buy,2021-02-23T21:49:28.843266Z,137340279,0.10166943,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800297853,BTC-USD,48159.9,54961.08,71439.56966125,44888.08,55043.63,854727.80996072,48159.89,48159.90,buy,2021-02-23T21:49:29.009875Z,137340280,0.00200158,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298001,BTC-USD,48159.89,54961.08,71439.65266125,44888.08,55043.63,854727.89296072,48159.89,48159.90,sell,2021-02-23T21:49:29.157679Z,137340281,0.083,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298019,BTC-USD,48159.89,54961.08,71439.71766125,44888.08,55043.63,854727.95796072,48159.89,48159.90,sell,2021-02-23T21:49:29.170136Z,137340282,0.065,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298109,BTC-USD,48159.89,54961.08,71439.74866125,44888.08,55043.63,854727.98896072,48159.89,48159.90,sell,2021-02-23T21:49:29.243431Z,137340283,0.031,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298251,BTC-USD,48155.52,54961.08,71439.79206125,44888.08,55043.63,854728.03236072,48155.51,48155.52,buy,2021-02-23T21:49:29.346347Z,137340284,0.0434,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298566,BTC-USD,48154.61,54961.08,71439.79224729,44888.08,55043.63,854728.03254676,48154.60,48154.61,buy,2021-02-23T21:49:29.835249Z,137340285,0.00018604,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298584,BTC-USD,48154.6,54961.08,71439.79386995,44888.08,55043.63,854728.03416942,48154.60,48154.61,sell,2021-02-23T21:49:29.855130Z,137340286,0.00162266,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298747,BTC-USD,48154.61,54961.08,71439.79486079,44888.08,55043.63,854728.03516026,48154.60,48154.61,buy,2021-02-23T21:49:30.028716Z,137340287,0.00099084,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298776,BTC-USD,48154.61,54961.08,71439.79994461,44888.08,55043.63,854728.04024408,48154.60,48154.61,buy,2021-02-23T21:49:30.062271Z,137340288,0.00508382,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298785,BTC-USD,48154.6,54961.08,71439.83094461,44888.08,55043.63,854728.07124408,48154.60,48154.61,sell,2021-02-23T21:49:30.069420Z,137340289,0.031,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298810,BTC-USD,48154.6,54961.08,71439.83425573,44888.08,55043.63,854728.07455520,48154.60,48154.61,sell,2021-02-23T21:49:30.084990Z,137340290,0.00331112,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298817,BTC-USD,48154.6,54961.08,71439.86278279,44888.08,55043.63,854728.10308226,48154.30,48154.61,sell,2021-02-23T21:49:30.089146Z,137340292,0.00276084,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298841,BTC-USD,48154.6,54961.08,71439.88725573,44888.08,55043.63,854728.12755520,48154.60,48154.61,sell,2021-02-23T21:49:30.104731Z,137340294,0.003,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800298863,BTC-USD,48154.3,54961.08,71439.90289273,44888.08,55043.63,854728.14319220,48150.12,48154.61,sell,2021-02-23T21:49:30.123117Z,137340296,0.01541336,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299019,BTC-USD,48150.01,54961.08,71439.90327479,44888.08,55043.63,854728.14357426,48150.00,48150.01,buy,2021-02-23T21:49:30.269073Z,137340297,0.00038206,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299036,BTC-USD,48150,54961.08,71439.90338559,44888.08,55043.63,854728.14368506,48150.00,48150.01,sell,2021-02-23T21:49:30.280697Z,137340298,0.0001108,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299123,BTC-USD,48150.01,54961.08,71439.94074060,44888.08,55043.63,854728.18104007,48150.00,48150.01,buy,2021-02-23T21:49:30.397561Z,137340300,0.00065501,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299193,BTC-USD,48150.01,54961.08,71439.94112440,44888.08,55043.63,854728.18142387,48150.00,48150.01,buy,2021-02-23T21:49:30.459516Z,137340301,0.0003838,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299244,BTC-USD,48150,54961.08,71439.94211360,44888.08,55043.63,854728.18241307,48150.00,48150.01,sell,2021-02-23T21:49:30.517642Z,137340303,0.0001,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299266,BTC-USD,48150,54961.08,71440.09612440,44888.08,55043.63,854728.33642387,48150.00,48150.01,sell,2021-02-23T21:49:30.533117Z,137340306,0.097,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299304,BTC-USD,48150,54961.08,71440.25412440,44888.08,55043.63,854728.49442387,48150.00,48150.01,sell,2021-02-23T21:49:30.567433Z,137340309,0.025,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299314,BTC-USD,48150,54961.08,71440.27112440,44888.08,55043.63,854728.51142387,48150.00,48150.01,sell,2021-02-23T21:49:30.580340Z,137340310,0.017,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299348,BTC-USD,48150,54961.08,71440.41112440,44888.08,55043.63,854728.65142387,48150.00,48150.01,sell,2021-02-23T21:49:30.607197Z,137340312,0.087,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299367,BTC-USD,48150.01,54961.08,71440.44019042,44888.08,55043.63,854728.68048989,48150.00,48150.01,buy,2021-02-23T21:49:30.621867Z,137340314,0.00406602,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299405,BTC-USD,48150.01,54961.08,71440.44119042,44888.08,55043.63,854728.68148989,48150.00,48150.01,buy,2021-02-23T21:49:30.671144Z,137340315,0.001,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299484,BTC-USD,48150.01,54961.08,71440.45598283,44888.08,55043.63,854728.69628230,48150.00,48150.01,buy,2021-02-23T21:49:30.903780Z,137340316,0.01479241,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299676,BTC-USD,48145.49,54961.08,71440.57316814,44888.08,55043.63,854728.81346761,48145.49,48150.01,sell,2021-02-23T21:49:31.123041Z,137340320,0.03031538,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800299955,BTC-USD,48148.9,54961.08,71440.57651837,44888.08,55043.63,854728.81681784,48145.49,48148.90,buy,2021-02-23T21:49:31.394437Z,137340321,0.00335023,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800300079,BTC-USD,48145.91,54961.08,71440.61051837,44888.08,55043.63,854728.85081784,48145.91,48148.90,sell,2021-02-23T21:49:31.535896Z,137340322,0.034,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800300095,BTC-USD,48145.9,54961.08,71440.62051837,44888.08,55043.63,854728.86081784,48145.90,48148.90,sell,2021-02-23T21:49:31.547568Z,137340323,0.01,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800300251,BTC-USD,48145.02,54961.08,71440.74451837,44888.08,55043.63,854728.98481784,48145.02,48148.90,sell,2021-02-23T21:49:31.713688Z,137340324,0.124,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
ticker,21800300310,BTC-USD,48148.9,54961.08,71440.84111837,44888.08,55043.63,854729.08141784,48145.18,48148.90,buy,2021-02-23T21:49:31.793976Z,137340325,0.0966,55750.811864999996,-0.7626943500000003,short,G:0.01_H:0.0001
